"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"1042","Charlie McAvoy","BOS","D","117","2592.6166666667","14","46","23","23","60","39.47","156","8.97","9.48","343","233","105","22","8","23","98","45","43","2","0","27","98","52","225","290","171","0","0","-"
"435","Radko Gudas","PHI","D","214","3866.0833333333","12","47","27","20","59","39.33","391","3.07","11.68","847","575","144","17","17","55","239","83","67","11","5","58","149","48","705","366","380","0","0","-"
"760","Mattias Janmark","DAL","C","162","2603.55","25","34","24","10","59","71.08","241","10.37","23.87","404","318","245","139","12","27","48","24","24","0","0","28","69","62","43","182","85","81","125","39.32"
"943","Vince Dunn","STL","D","153","2658.9","17","42","18","24","59","41.26","288","5.90","13.45","588","371","149","25","8","33","65","31","30","1","0","21","87","47","77","192","127","1","1","50.00"
"240","Mark Letestu","CBJ, EDM","C","160","2157.0166666667","25","33","18","15","58","59.18","233","10.73","22.87","412","309","229","89","9","25","27","12","11","1","0","9","44","43","136","71","66","930","859","51.98"
"1079","Troy Stecher","VAN","D","217","4251.2","6","52","27","25","58","32.95","324","1.85","13.41","770","474","186","19","17","42","92","43","41","2","0","54","92","90","253","406","237","0","1","0.00"
"1131","Alex Iafallo","L.A","C, L","157","2512.8","24","34","20","14","58","53.21","277","8.66","26.32","470","381","277","122","11","21","34","16","16","0","0","22","42","50","140","176","87","21","33","38.89"
"116","Kyle Brodziak","EDM, STL","C","220","2682.15","24","33","17","16","57","64.04","242","9.92","20.31","397","320","203","91","17","22","93","38","34","3","1","27","41","118","231","168","140","1226","1161","51.36"
"193","Anton Stralman","T.B","D","200","4355.2666666667","11","46","20","26","57","27.14","318","3.46","15.21","618","421","134","33","8","47","46","23","23","0","0","23","72","82","269","236","267","0","0","-"
"659","Mark Jankowski","CGY","C","152","1975.85","31","26","16","10","57","75.00","217","14.29","24.63","405","325","260","118","15","27","45","21","20","1","0","23","56","83","66","120","107","826","812","50.43"
"850","Melker Karlsson","S.J","C","217","2706.7666666667","31","26","11","15","57","67.06","228","13.60","25.68","403","326","273","127","16","19","74","37","37","0","0","38","64","71","215","331","167","28","23","54.90"
"293","Jason Demers","ARI, FLA","D","185","3746.6","17","39","20","19","56","37.33","232","7.33","12.48","505","357","129","30","9","33","102","43","40","2","1","22","85","53","222","202","212","0","1","0.00"
"393","Brian Dumoulin","PIT","D","226","4685.55","9","47","17","30","56","26.05","279","3.23","12.04","621","402","147","28","13","39","64","32","32","0","0","30","131","99","355","515","360","0","0","-"
"643","Luke Glendening","DET","C, R","221","3098.0166666667","24","32","23","9","56","62.92","266","9.02","31.17","413","368","283","147","12","22","58","26","24","2","0","31","47","58","485","327","247","1359","1070","55.95"
"51","Tomas Plekanec","MTL, TOR","C","158","2509.9833333333","17","38","23","15","55","57.89","291","5.84","25.38","478","372","264","105","21","22","69","33","32","1","0","21","80","59","119","136","87","1370","1256","52.17"
"351","Jordie Benn","DAL, MTL","D","229","4232.8166666667","13","41","18","23","54","34.62","267","4.87","10.59","595","390","94","12","13","35","101","44","41","3","0","24","194","53","278","333","425","0","0","-"
"433","Brenden Dillon","S.J","D","244","4191.6833333333","8","46","20","26","54","32.34","245","3.27","9.52","586","379","95","13","7","32","181","69","58","9","2","37","101","38","573","371","266","0","0","-"
"453","Jordan Weal","ARI, MTL, PHI","C","155","2070.8166666667","24","30","19","11","54","64.29","226","10.62","24.89","390","318","241","117","2","27","40","19","19","0","0","14","40","53","52","194","59","400","343","53.84"
"875","Kasperi Kapanen","TOR","R","124","1808.5833333333","28","26","12","14","54","63.53","240","11.67","23.1","430","340","258","108","24","16","31","13","12","1","0","15","48","58","155","130","30","6","11","35.29"
"957","Christian Fischer","ARI","R","157","2119.5333333333","29","25","14","11","54","62.79","280","10.36","28.36","449","362","279","159","22","42","41","19","18","1","0","26","26","27","242","220","42","7","29","19.44"
"1050","Jakob Chychrun","ARI","D","171","3218.8333333333","16","38","16","22","54","41.86","305","5.25","18.2","687","485","209","51","16","51","91","39","37","1","1","20","110","51","257","265","248","0","0","-"
"1","Jaromir Jagr","CGY, FLA","R","104","1680.9833333333","17","36","24","12","53","55.79","213","7.98","24.98","348","282","242","120","9","28","66","33","33","0","0","22","56","51","22","99","12","1","1","50.00"
"211","Jamie McGinn","ARI, FLA","L","167","2173.8166666667","26","27","18","9","53","59.55","256","10.16","26.84","397","330","232","123","16","28","62","25","21","4","0","27","68","29","270","174","43","9","21","30.00"
"313","Tyler Ennis","BUF, MIN, TOR","C, L","175","2035.5833333333","25","28","17","11","53","67.09","285","8.77","25.19","470","381","262","123","11","27","26","13","13","0","0","22","49","68","145","188","70","7","22","24.14"
"383","John Moore","BOS, N.J","D","205","3961.4","23","30","13","17","53","33.97","340","6.76","14.36","679","479","129","24","14","26","112","49","46","2","1","17","113","34","280","325","242","0","0","-"
"712","Matthew Benning","EDM","D","205","3337.5333333333","14","39","18","21","53","32.52","274","5.11","11.76","570","391","137","11","8","37","111","47","43","3","1","41","159","35","369","331","205","0","0","-"
"99","Patrick Eaves","ANA, DAL","R","88","1426.3333333333","33","19","8","11","52","57.78","218","15.14","26.92","380","314","241","119","10","27","28","13","13","0","0","23","22","31","108","79","45","2","3","40.00"
"470","Austin Watson","NSH","L","190","2430.25","26","26","17","9","52","56.52","250","10.40","22.89","437","345","203","101","17","16","261","74","43","27","4","57","54","65","439","202","172","51","50","50.50"
"600","Adam Larsson","EDM","D","224","4746.6833333333","11","41","13","28","52","27.08","294","3.74","11.47","641","425","142","24","6","32","133","64","63","1","0","25","191","79","748","379","428","0","0","-"
"645","Ryan Murray","CBJ","D","160","3111.4166666667","4","48","24","24","52","36.62","157","2.55","8.71","337","227","93","23","6","12","42","21","21","0","0","1","66","41","81","153","264","0","0","-"
"658","Scott Laughton","PHI","C","165","2139","22","30","18","12","52","71.23","242","9.09","25.62","389","323","228","122","21","31","95","35","30","3","2","41","65","65","275","128","73","669","590","53.14"
"872","Tony DeAngelo","ARI, NYR","D","132","2375.55","9","43","20","23","52","42.98","239","3.77","10.45","425","305","109","22","5","19","125","39","30","5","4","27","125","31","116","140","172","1","0","100.00"
"40","Deryk Engelland","CGY, VGK","D","234","4557.1333333333","11","40","25","15","51","30.91","320","3.44","10","650","441","118","16","14","27","127","46","36","9","1","32","126","70","426","363","436","1","0","100.00"
"111","Brad Richardson","ARI","C, R","158","2421.1","27","24","15","9","51","65.38","258","10.47","25.48","444","335","250","123","16","33","82","34","30","4","0","21","39","61","154","178","114","1241","1083","53.40"
"167","Martin Hanzal","ARI, DAL, MIN","C","116","1884.2833333333","26","25","14","11","51","61.45","245","10.61","27.08","406","339","242","146","16","32","80","37","35","2","0","34","43","43","225","100","83","1051","819","56.20"
"199","Andy Greene","N.J","D","229","4867.7","12","39","23","16","51","28.65","280","4.29","13.66","593","428","129","34","9","34","45","21","20","1","0","22","118","90","201","266","521","0","0","-"
"376","Calvin de Haan","CAR, NYI","D","189","3616.1166666667","7","44","24","20","51","32.08","262","2.67","11.66","626","412","136","22","13","47","64","29","27","2","0","26","132","97","371","268","361","0","1","0.00"
"442","Oscar Lindberg","NYR, OTT, VGK","C, L","183","2131.25","26","25","15","10","51","62.96","258","10.08","21.7","451","355","229","98","19","28","74","36","36","0","0","19","61","55","270","183","90","499","486","50.66"
"738","Michael Raffl","PHI","L","195","2461.8166666667","27","24","12","12","51","54.26","224","12.05","23.51","389","315","257","134","16","17","80","34","30","4","0","39","61","69","277","313","101","56","54","50.91"
"885","Ivan Barbashev","STL","C","163","1921.3333333333","26","25","15","10","51","78.46","125","20.80","17.4","253","192","179","92","3","16","23","10","9","1","0","28","29","66","190","150","70","345","462","42.75"
"1020","Markus Nutivaara","CBJ","D","207","3263.7833333333","14","37","20","17","51","36.96","244","5.74","11.47","469","335","122","29","2","25","26","13","13","0","0","17","62","43","158","196","139","0","0","-"
"1034","Brandon Tanev","WPG","L","192","2445.6666666667","24","27","14","13","51","68.00","260","9.23","22.57","436","352","244","115","18","24","85","27","20","5","2","64","41","61","594","342","168","7","13","35.00"
"85","Braydon Coburn","T.B","D","226","3684.7833333333","10","40","20","20","50","36.23","288","3.47","11.51","607","408","140","31","14","30","124","56","52","4","0","19","80","34","282","281","213","0","0","-"
"178","Kris Russell","EDM","D","218","4400.7166666667","8","42","13","29","50","31.45","221","3.62","10.08","500","329","125","20","11","21","58","26","24","2","0","30","203","77","257","354","621","0","0","-"
"311","Michael Del Zotto","ANA, PHI, STL, VAN","D","175","3415.8333333333","13","37","16","21","50","34.72","265","4.91","12.75","543","378","143","37","9","33","84","41","41","0","0","31","119","38","546","191","265","0","1","0.00"
"459","Tyler Pitlick","DAL, EDM","C, R","158","2030.9833333333","30","20","10","10","50","67.57","258","11.63","21.53","444","344","262","112","18","18","46","22","22","0","0","26","52","39","285","198","97","26","48","35.14"
"466","Derek Forbort","L.A","D","241","4951.0833333333","5","45","20","25","50","29.76","253","1.98","7.84","589","376","111","11","11","31","155","60","54","3","3","33","230","43","427","434","454","1","1","50.00"
"542","Dylan DeMelo","OTT, S.J","D","165","2777.1666666667","5","45","25","20","50","35.46","208","2.40","7.92","425","300","84","12","4","32","80","40","40","0","0","30","83","33","232","333","232","0","0","-"
"660","Olli Maatta","PIT","D","197","3646.9","9","41","21","20","50","30.12","304","2.96","10.44","615","415","117","17","8","34","52","26","26","0","0","18","122","44","300","500","333","0","0","-"
"686","Adam Pelech","NYI","D","200","3697.1833333333","11","39","14","25","50","32.89","256","4.30","10.56","534","365","117","25","12","21","58","29","29","0","0","15","116","86","322","336","326","0","0","-"
"993","Anthony Cirelli","T.B","C","100","1455.6166666667","24","26","19","7","50","61.73","149","16.11","17.5","244","196","176","105","12","12","40","13","10","2","1","29","19","54","111","144","55","598","567","51.33"
"1065","Samuel Girard","COL, NSH","D","155","2919.5","8","42","22","20","50","34.01","200","4.00","8.97","450","273","99","9","5","30","14","7","7","0","0","36","75","38","111","202","159","1","0","100.00"
"109","Lee Stempniak","BOS, CAR","R","121","1776.3","19","30","18","12","49","59.76","172","11.05","19.35","339","250","192","93","12","24","36","17","17","0","0","20","73","77","155","168","27","6","16","27.27"
"127","Drew Stafford","BOS, N.J, WPG","R","174","2305.6833333333","21","28","20","8","49","52.13","288","7.29","27.25","457","376","257","127","14","26","52","26","26","0","0","19","59","44","189","177","37","64","78","45.07"
"196","Dan Girardi","NYR, T.B","D","202","3645.75","14","35","7","28","49","29.34","224","6.25","8.8","426","304","91","19","10","29","55","26","25","1","0","18","98","33","391","271","429","0","1","0.00"
"267","Thomas Hickey","NYI","D","185","3318.65","9","40","18","22","49","32.24","221","4.07","10.46","519","330","133","27","6","24","92","42","40","2","0","38","130","39","205","360","284","0","0","-"
"613","Nathan Beaulieu","BUF, MTL, WPG","D","181","3126.6833333333","8","41","24","17","49","32.67","245","3.27","9.51","489","341","113","21","8","18","119","38","27","9","2","36","123","31","170","291","209","0","0","-"
"663","Zemgus Girgensons","BUF","C","218","2940.3833333333","19","30","18","12","49","67.12","303","6.27","26.04","489","401","266","143","21","14","61","28","27","1","0","48","39","56","398","334","87","324","387","45.57"
"1058","Tyson Jost","COL","C","141","1955.6666666667","24","25","13","12","49","53.26","236","10.17","21.95","407","302","258","112","14","23","40","19","19","0","0","37","19","54","84","241","64","167","278","37.53"
"151","Daniel Winnik","MIN, WSH","L","153","2028.8833333333","18","30","19","11","48","64.86","164","10.98","16.33","284","228","157","71","8","15","76","28","23","4","1","31","40","53","52","156","87","98","122","44.55"
"235","Andrew MacDonald","PHI","D","186","3548.6166666667","8","40","17","23","48","37.80","188","4.26","8.31","456","281","89","18","6","30","74","35","35","0","0","27","123","27","105","321","377","0","0","-"
"324","Marco Scandella","BUF, MIN","D","216","4323.4666666667","15","33","16","17","48","29.27","309","4.85","12.09","662","433","130","20","9","35","88","41","39","2","0","24","118","68","194","235","274","0","0","-"
"425","Nick Jensen","DET, WSH","D","210","3774.9","6","42","21","21","48","35.04","260","2.31","10.67","510","348","117","25","10","24","60","27","25","2","0","34","152","62","208","495","249","0","0","-"
"428","Nic Dowd","L.A, VAN, WSH","C","190","2120.65","17","31","21","10","48","68.57","176","9.66","20.02","322","256","204","97","18","14","73","34","33","1","0","17","59","64","323","283","102","785","790","49.84"
"1008","Denis Malgin","FLA","C","148","1879.1666666667","24","24","13","11","48","60.00","212","11.32","18.9","361","281","204","78","10","20","28","14","14","0","0","34","47","64","122","150","60","155","243","38.94"
